Trial	Temperature	ISI	Rating	X1	Y1	X2	Y2	Lasershot1	Lasershot2	Experiment	Subject	temp_65
1	40.0	1.0	0.0	36	20	36	30	1	1	Calibration_part1	es33	n/a
2	42.0	1.0	29.0	0	40	0	50	1	1	Calibration_part1	es33	n/a
3	44.0	1.0	41.0	48	20	48	30	1	1	Calibration_part1	es33	n/a
4	46.0	1.0	44.0	12	0	12	10	1	1	Calibration_part1	es33	n/a
5	48.0	1.0	36.0	0	0	0	10	1	1	Calibration_part1	es33	n/a
6	50.0	1.0	55.0	24	30	24	40	1	1	Calibration_part1	es33	n/a
7	51.0	1.0	52.0	24	0	24	10	1	1	Calibration_part1	es33	n/a
8	52.0	1.0	67.0	36	40	36	50	1	1	Calibration_part1	es33	n/a
9	53.0	1.0	58.0	36	0	36	10	1	1	Calibration_part1	es33	n/a
10	54.0	1.0	61.0	48	40	48	50	1	1	Calibration_part1	es33	n/a
11	55.0	1.0	n/a	0	20	0	30	-99	0	Calibration_part1	es33	n/a
12	56.0	1.0	66.0	24	20	24	30	1	1	Calibration_part1	es33	n/a
13	57.0	1.0	61.0	48	0	48	10	1	1	Calibration_part1	es33	n/a
14	58.0	1.0	56.0	0	40	0	50	1	1	Calibration_part1	es33	n/a
15	59.0	1.0	69.0	48	40	48	50	1	1	Calibration_part1	es33	n/a
1	51.7	1.0	34.0	24	20	24	30	1	1	Calibration_part2	es33	61.3
2	52.6	1.0	43.0	0	40	0	50	1	1	Calibration_part2	es33	61.3
3	55.4	1.0	56.0	36	20	36	30	1	1	Calibration_part2	es33	61.3
4	50.8	1.0	34.0	0	20	0	30	1	1	Calibration_part2	es33	61.3
5	56.3	1.0	54.0	36	40	36	50	1	1	Calibration_part2	es33	61.3
6	51.7	1.0	24.0	24	0	24	10	1	1	Calibration_part2	es33	61.3
7	50.8	1.0	38.0	12	40	12	50	1	1	Calibration_part2	es33	61.3
8	53.5	1.0	14.0	48	0	48	10	1	1	Calibration_part2	es33	61.3
9	56.3	1.0	44.0	24	40	24	50	1	1	Calibration_part2	es33	61.3
10	53.5	1.0	57.0	48	20	48	30	1	1	Calibration_part2	es33	61.3
11	57.2	1.0	56.0	12	20	12	30	1	1	Calibration_part2	es33	61.3
12	55.4	1.0	69.0	48	40	48	50	1	1	Calibration_part2	es33	61.3
13	52.6	1.0	40.0	12	0	12	10	1	1	Calibration_part2	es33	61.3
14	59.0	1.0	68.0	0	40	0	50	1	1	Calibration_part2	es33	61.3
15	59.0	1.0	71.0	24	20	24	30	1	1	Calibration_part2	es33	61.3
16	54.4	1.0	15.0	0	0	0	10	1	1	Calibration_part2	es33	61.3
17	58.1	1.0	40.0	36	0	36	10	1	1	Calibration_part2	es33	61.3
18	57.2	1.0	42.0	0	20	0	30	1	1	Calibration_part2	es33	61.3
19	58.1	1.0	42.0	24	40	24	50	1	1	Calibration_part2	es33	61.3
20	54.4	1.0	24.0	24	0	24	10	1	1	Calibration_part2	es33	61.3
